Date,Region,Category,Product,Salesperson,Units,Revenue,Cost
2025-01-01,Germany,Womenswear,Floral Dress,Online Store,4,870.52,385.74
2025-01-02,Canada,Menswear,Chino Pants,Online Store,4,515.64,244.06
2025-01-02,Germany,Menswear,Bomber Jacket,Online Store,1,219.43,82.11
2025-01-03,Germany,Menswear,Chino Pants,Online Store,1,189.14,69.37
2025-01-04,UK,Womenswear,Denim Jacket,Online Store,2,266.5,136.53
2025-01-04,UK,Womenswear,Denim Jacket,Online Store,4,587.96,317.34
2025-01-05,Germany,Menswear,Oxford Shirt,Online Store,4,246.6,96.84
2025-01-05,Canada,Accessories,Leather Belt,Online Store,1,110.73,47.21
2025-01-07,Canada,Menswear,Oxford Shirt,Online Store,1,33.04,13.39
2025-01-07,UK,Footwear,Sandals,Online Store,2,68.1,36.95
2025-01-07,UK,Footwear,Ankle Boots,Online Store,4,235.24,120.33
2025-01-10,Australia,Womenswear,Floral Dress,Online Store,3,135.33,66.69
2025-01-11,UK,Womenswear,Denim Jacket,Online Store,2,213.32,101.76
2025-01-11,Germany,Footwear,Ankle Boots,Online Store,3,464.85,252.18
2025-01-12,Australia,Menswear,Chino Pants,Online Store,2,196.9,91.98
2025-01-13,Australia,Footwear,Leather Sneakers,Online Store,2,342.44,169.33
2025-01-13,UK,Womenswear,Wide-Leg Trousers,Online Store,4,367.76,132.8
2025-01-14,Germany,Womenswear,Floral Dress,Online Store,4,683.92,261.73
2025-01-14,Australia,Footwear,Ankle Boots,Online Store,3,86.61,43.99
2025-01-15,Germany,Footwear,Sandals,Online Store,2,177.04,81.36
2025-01-16,Germany,Menswear,Bomber Jacket,Online Store,4,514.6,272.91
2025-01-16,Germany,Accessories,Tote Bag,Online Store,3,315.6,162.7
2025-01-17,Canada,Footwear,Sandals,Online Store,1,24.21,10.66
2025-01-19,UK,Accessories,Sunglasses,Online Store,2,246.52,116.8
2025-01-20,Germany,Womenswear,Floral Dress,Online Store,3,500.88,187.22
2025-01-20,Australia,Accessories,Tote Bag,Online Store,3,420.21,228.97
2025-01-20,Australia,Womenswear,Floral Dress,Online Store,4,568.04,309.68
2025-01-21,Germany,Womenswear,Wide-Leg Trousers,Online Store,4,349.32,127.52
2025-01-22,USA,Womenswear,Denim Jacket,Online Store,3,649.5,261.05
2025-01-22,USA,Menswear,Bomber Jacket,Online Store,2,189.2,83.45
2025-01-23,Canada,Footwear,Leather Sneakers,Online Store,2,102.28,41.23
2025-01-23,Germany,Womenswear,Floral Dress,Online Store,2,370.7,188.62
2025-01-24,UK,Menswear,Oxford Shirt,Online Store,4,648.52,343.08
2025-01-25,Canada,Accessories,Leather Belt,Online Store,4,120.56,60.29
2025-01-26,UK,Footwear,Sandals,Online Store,2,176.4,77.08
2025-01-27,Australia,Menswear,Bomber Jacket,Online Store,1,105.38,55.78
2025-01-27,UK,Footwear,Sandals,Online Store,4,112.32,43.73
2025-01-28,Australia,Menswear,Oxford Shirt,Online Store,1,165.12,83.92
2025-01-28,Australia,Accessories,Leather Belt,Online Store,1,23.53,12.52
2025-01-28,UK,Womenswear,Denim Jacket,Online Store,1,130.28,71.54
2025-01-28,USA,Accessories,Sunglasses,Online Store,1,20.13,8.03
2025-01-29,UK,Menswear,Chino Pants,Online Store,1,119.11,61.88
2025-01-30,Germany,Accessories,Leather Belt,Online Store,1,141.86,75.51
2025-01-31,Australia,Footwear,Ankle Boots,Online Store,1,48.42,18.75
2025-01-31,Australia,Menswear,Oxford Shirt,Online Store,1,157.44,68.6
2025-02-01,USA,Accessories,Leather Belt,Online Store,1,52.72,19.74
2025-02-01,USA,Menswear,Oxford Shirt,Online Store,1,216.58,115.05
2025-02-02,USA,Womenswear,Floral Dress,Online Store,1,106.36,37.56
2025-02-04,USA,Footwear,Sandals,Online Store,3,338.19,141.88
2025-02-05,UK,Womenswear,Floral Dress,Online Store,1,36.35,18.9
2025-02-05,Germany,Womenswear,Wide-Leg Trousers,Online Store,3,447.09,216.85
2025-02-06,Germany,Footwear,Leather Sneakers,Online Store,3,456.6,237.11
2025-02-06,USA,Womenswear,Floral Dress,Online Store,1,196.42,86.26
2025-02-07,Canada,Womenswear,Floral Dress,Online Store,1,88.43,47.99
2025-02-07,Australia,Footwear,Sandals,Online Store,4,435.96,214.92
2025-02-08,Australia,Accessories,Sunglasses,Online Store,4,256.64,103.12
2025-02-08,Australia,Accessories,Leather Belt,Online Store,4,376.56,138.64
2025-02-09,Canada,Womenswear,Wide-Leg Trousers,Online Store,2,287.98,142.45
2025-02-10,Canada,Accessories,Sunglasses,Online Store,1,55.82,23.02
2025-02-11,UK,Womenswear,Floral Dress,Online Store,4,302.44,108.21
2025-02-11,Australia,Womenswear,Wide-Leg Trousers,Online Store,2,259.18,117.05
2025-02-11,UK,Womenswear,Denim Jacket,Online Store,1,148.87,76.22
2025-02-11,USA,Womenswear,Wide-Leg Trousers,Online Store,3,657.57,316.17
2025-02-12,UK,Womenswear,Wide-Leg Trousers,Online Store,2,421.0,188.03
2025-02-12,Australia,Accessories,Sunglasses,Online Store,3,465.84,177.75
2025-02-13,UK,Menswear,Bomber Jacket,Online Store,2,68.86,33.31
2025-02-13,Canada,Menswear,Oxford Shirt,Online Store,1,74.81,31.31
2025-02-15,Australia,Footwear,Ankle Boots,Online Store,1,90.46,49.72
2025-02-15,Germany,Womenswear,Floral Dress,Online Store,1,178.48,91.02
2025-02-16,Canada,Womenswear,Denim Jacket,Online Store,2,291.32,115.68
2025-02-16,UK,Footwear,Ankle Boots,Online Store,2,318.94,132.17
2025-02-16,Canada,Footwear,Sandals,Online Store,4,871.08,352.43
2025-02-17,Canada,Menswear,Chino Pants,Online Store,3,233.31,88.13
2025-02-18,Canada,Footwear,Sandals,Online Store,1,170.91,87.11
2025-02-19,Australia,Footwear,Sandals,Online Store,3,506.25,239.99
2025-02-19,Australia,Womenswear,Floral Dress,Online Store,1,103.27,41.04
2025-02-19,UK,Menswear,Bomber Jacket,Online Store,4,507.12,181.76
2025-02-19,USA,Accessories,Tote Bag,Online Store,2,169.76,85.55
2025-02-19,Australia,Footwear,Leather Sneakers,Online Store,3,498.27,178.13
2025-02-19,Australia,Accessories,Leather Belt,Online Store,1,146.53,55.29
2025-02-20,Germany,Footwear,Ankle Boots,Online Store,2,35.24,16.89
2025-02-20,UK,Womenswear,Floral Dress,Online Store,1,165.32,74.33
2025-02-20,Canada,Menswear,Bomber Jacket,Online Store,1,17.81,6.51
2025-02-20,USA,Accessories,Sunglasses,Online Store,3,58.92,21.83
2025-02-21,USA,Womenswear,Denim Jacket,Online Store,3,296.73,150.39
2025-02-22,USA,Footwear,Sandals,Online Store,1,90.43,32.86
2025-02-23,UK,Menswear,Oxford Shirt,Online Store,3,445.02,217.48
2025-02-24,UK,Menswear,Bomber Jacket,Online Store,2,34.08,14.61
2025-02-26,Canada,Footwear,Leather Sneakers,Online Store,2,346.08,166.11
2025-02-26,Australia,Womenswear,Wide-Leg Trousers,Online Store,4,763.12,273.58
2025-02-26,Canada,Accessories,Tote Bag,Online Store,1,165.68,60.49
2025-02-27,UK,Footwear,Ankle Boots,Online Store,3,631.23,279.53
2025-02-27,Germany,Footwear,Sandals,Online Store,3,90.48,34.1
2025-02-27,UK,Womenswear,Denim Jacket,Online Store,1,191.37,74.73
2025-02-28,Canada,Menswear,Chino Pants,Online Store,4,536.44,202.01
2025-03-01,UK,Menswear,Bomber Jacket,Online Store,4,188.24,101.91
2025-03-01,Canada,Footwear,Sandals,Online Store,4,661.0,359.99
2025-03-02,Germany,Accessories,Tote Bag,Online Store,2,60.36,29.71
2025-03-02,Germany,Footwear,Sandals,Online Store,4,314.48,134.03
2025-03-03,Germany,Footwear,Ankle Boots,Online Store,1,190.18,88.84
2025-03-03,USA,Footwear,Leather Sneakers,Online Store,1,49.98,19.52
2025-03-03,USA,Womenswear,Denim Jacket,Online Store,1,105.94,47.02
2025-03-04,UK,Accessories,Sunglasses,Online Store,3,400.26,154.89
2025-03-04,USA,Accessories,Leather Belt,Online Store,4,622.16,221.26
2025-03-05,Canada,Menswear,Oxford Shirt,Online Store,2,86.42,42.32
2025-03-05,Australia,Accessories,Leather Belt,Online Store,1,178.03,81.62
2025-03-05,UK,Footwear,Leather Sneakers,Online Store,2,146.38,61.62
2025-03-06,Germany,Menswear,Chino Pants,Online Store,3,409.98,166.9
2025-03-06,Australia,Menswear,Chino Pants,Online Store,3,590.64,254.46
2025-03-07,Australia,Menswear,Bomber Jacket,Online Store,2,67.36,32.74
2025-03-07,USA,Womenswear,Floral Dress,Online Store,2,57.08,22.73
2025-03-08,Canada,Menswear,Bomber Jacket,Online Store,3,513.69,254.01
2025-03-09,Canada,Footwear,Leather Sneakers,Online Store,1,61.05,23.29
2025-03-09,Germany,Accessories,Leather Belt,Online Store,2,33.18,15.87
2025-03-10,Australia,Womenswear,Floral Dress,Online Store,3,406.92,186.59
2025-03-11,Canada,Footwear,Ankle Boots,Online Store,2,374.58,170.04
2025-03-11,UK,Footwear,Leather Sneakers,Online Store,2,89.88,38.79
2025-03-11,Canada,Accessories,Leather Belt,Online Store,4,588.68,209.32
2025-03-12,Australia,Menswear,Chino Pants,Online Store,2,260.76,106.54
2025-03-13,Canada,Footwear,Sandals,Online Store,1,50.55,26.66
2025-03-13,Canada,Menswear,Chino Pants,Online Store,2,289.7,104.0
2025-03-13,Australia,Womenswear,Floral Dress,Online Store,4,320.24,119.86
2025-03-14,UK,Accessories,Leather Belt,Online Store,1,46.92,21.99
2025-03-14,USA,Footwear,Leather Sneakers,Online Store,3,570.51,225.35
2025-03-14,UK,Menswear,Bomber Jacket,Online Store,4,405.96,182.61
2025-03-14,Canada,Womenswear,Wide-Leg Trousers,Online Store,1,216.0,118.1
2025-03-15,Australia,Menswear,Bomber Jacket,Online Store,1,108.16,50.45
2025-03-15,USA,Accessories,Sunglasses,Online Store,3,159.06,62.73
2025-03-15,Germany,Accessories,Sunglasses,Online Store,4,779.2,383.79
2025-03-16,Canada,Accessories,Sunglasses,Online Store,1,204.56,111.88
2025-03-17,UK,Womenswear,Floral Dress,Online Store,1,157.24,84.0
2025-03-17,Germany,Menswear,Chino Pants,Online Store,1,138.65,71.58
2025-03-17,USA,Footwear,Leather Sneakers,Online Store,1,30.03,12.04
2025-03-18,UK,Womenswear,Denim Jacket,Online Store,2,149.2,59.0
2025-03-18,UK,Womenswear,Denim Jacket,Online Store,3,509.34,234.73
2025-03-19,UK,Menswear,Chino Pants,Online Store,4,726.6,270.72
2025-03-20,Germany,Footwear,Sandals,Online Store,4,314.4,165.03
2025-03-20,Canada,Footwear,Leather Sneakers,Online Store,4,805.4,312.97
2025-03-21,Australia,Menswear,Oxford Shirt,Online Store,3,244.41,117.9
2025-03-21,USA,Menswear,Bomber Jacket,Online Store,3,594.99,227.18
2025-03-21,Australia,Menswear,Chino Pants,Online Store,1,33.12,16.67
2025-03-23,UK,Womenswear,Wide-Leg Trousers,Online Store,2,191.84,92.76
2025-03-24,Germany,Menswear,Chino Pants,Online Store,2,159.82,85.38
2025-03-24,Canada,Accessories,Sunglasses,Online Store,4,803.12,326.53
2025-03-24,USA,Accessories,Leather Belt,Online Store,3,67.17,30.63
2025-03-24,USA,Footwear,Ankle Boots,Online Store,2,294.86,145.12
2025-03-25,Germany,Footwear,Ankle Boots,Online Store,1,134.36,50.71
2025-03-25,Canada,Footwear,Sandals,Online Store,4,753.68,351.11
2025-03-25,Australia,Accessories,Sunglasses,Online Store,4,533.36,218.24
2025-03-27,Germany,Menswear,Chino Pants,Online Store,1,114.08,62.22
2025-03-27,UK,Footwear,Sandals,Online Store,2,107.06,47.54
2025-03-27,Australia,Accessories,Leather Belt,Online Store,2,75.46,29.21
2025-03-28,UK,Footwear,Ankle Boots,Online Store,4,744.36,387.73
2025-03-28,USA,Womenswear,Floral Dress,Online Store,4,518.4,245.42
2025-03-30,USA,Menswear,Chino Pants,Online Store,1,194.32,72.35
2025-03-31,UK,Accessories,Sunglasses,Online Store,4,248.4,120.55
2025-03-31,Germany,Womenswear,Denim Jacket,Online Store,2,353.76,160.44
2025-04-01,Canada,Womenswear,Floral Dress,Online Store,4,265.8,144.41
2025-04-01,UK,Accessories,Tote Bag,Online Store,4,332.08,181.83
2025-04-02,UK,Menswear,Bomber Jacket,Online Store,4,403.68,173.46
2025-04-02,Germany,Womenswear,Wide-Leg Trousers,Online Store,2,118.26,55.58
2025-04-03,USA,Womenswear,Denim Jacket,Online Store,4,265.56,127.5
2025-04-03,UK,Footwear,Sandals,Online Store,4,211.04,95.54
2025-04-03,Australia,Menswear,Oxford Shirt,Online Store,2,412.96,218.36
2025-04-03,Germany,Menswear,Chino Pants,Online Store,3,54.69,19.14
2025-04-03,Australia,Footwear,Leather Sneakers,Online Store,4,138.68,54.08
2025-04-04,UK,Accessories,Leather Belt,Online Store,2,31.48,12.38
2025-04-05,Australia,Footwear,Ankle Boots,Online Store,1,25.25,13.46
2025-04-05,Canada,Womenswear,Denim Jacket,Online Store,1,187.34,72.1
2025-04-05,USA,Accessories,Leather Belt,Online Store,3,557.97,256.36
2025-04-05,Canada,Menswear,Chino Pants,Online Store,1,76.05,35.55
2025-04-05,Australia,Accessories,Leather Belt,Online Store,4,561.8,287.46
2025-04-06,Germany,Accessories,Sunglasses,Online Store,2,38.28,14.39
2025-04-06,Germany,Footwear,Sandals,Online Store,1,106.19,57.24
2025-04-07,Canada,Footwear,Ankle Boots,Online Store,2,182.66,72.1
2025-04-07,Australia,Menswear,Oxford Shirt,Online Store,2,154.0,67.55
2025-04-07,Canada,Womenswear,Floral Dress,Online Store,1,162.33,81.86
2025-04-07,Germany,Footwear,Ankle Boots,Online Store,2,156.92,68.01
2025-04-08,Germany,Womenswear,Denim Jacket,Online Store,3,380.34,188.71
2025-04-08,Canada,Accessories,Tote Bag,Online Store,4,199.08,90.91
2025-04-08,Germany,Accessories,Leather Belt,Online Store,2,133.16,58.51
2025-04-08,Germany,Menswear,Bomber Jacket,Online Store,4,704.24,282.29
2025-04-08,UK,Womenswear,Wide-Leg Trousers,Online Store,1,218.2,95.98
2025-04-09,USA,Footwear,Sandals,Online Store,4,212.08,82.42
2025-04-10,UK,Footwear,Leather Sneakers,Online Store,2,97.22,37.97
2025-04-11,UK,Footwear,Sandals,Online Store,2,369.88,132.93
2025-04-12,Germany,Accessories,Tote Bag,Online Store,3,268.32,137.05
2025-04-13,USA,Womenswear,Floral Dress,Online Store,1,48.76,18.71
2025-04-13,Canada,Footwear,Sandals,Online Store,4,587.56,295.5
2025-04-14,USA,Menswear,Oxford Shirt,Online Store,1,184.0,73.73
2025-04-14,Germany,Footwear,Ankle Boots,Online Store,1,180.28,81.97
2025-04-14,Canada,Footwear,Sandals,Online Store,3,409.32,184.66
2025-04-15,USA,Footwear,Leather Sneakers,Online Store,2,221.22,81.02
2025-04-15,Germany,Menswear,Bomber Jacket,Online Store,2,92.92,49.15
2025-04-15,Canada,Menswear,Oxford Shirt,Online Store,2,319.54,174.71
2025-04-15,UK,Menswear,Bomber Jacket,Online Store,3,534.48,190.73
2025-04-16,USA,Menswear,Bomber Jacket,Online Store,3,300.93,120.36
2025-04-16,USA,Accessories,Leather Belt,Online Store,1,51.57,20.15
2025-04-17,USA,Menswear,Oxford Shirt,Online Store,4,823.28,437.56
2025-04-17,Canada,Womenswear,Denim Jacket,Online Store,4,688.44,323.22
2025-04-17,Australia,Footwear,Leather Sneakers,Online Store,4,388.04,187.98
2025-04-18,UK,Accessories,Leather Belt,Online Store,4,848.72,430.69
2025-04-19,Germany,Menswear,Chino Pants,Online Store,3,501.87,181.82
2025-04-19,UK,Footwear,Leather Sneakers,Online Store,4,198.4,108.6
2025-04-19,UK,Menswear,Oxford Shirt,Online Store,4,711.88,294.57
2025-04-20,UK,Accessories,Sunglasses,Online Store,2,116.8,54.96
2025-04-20,Canada,Menswear,Bomber Jacket,Online Store,3,272.79,137.19
2025-04-20,USA,Menswear,Bomber Jacket,Online Store,4,620.8,274.35
2025-04-22,Australia,Womenswear,Denim Jacket,Online Store,3,559.38,290.47
2025-04-23,Germany,Womenswear,Floral Dress,Online Store,2,297.2,140.32
2025-04-24,USA,Footwear,Leather Sneakers,Online Store,4,318.08,145.03
2025-04-24,UK,Menswear,Chino Pants,Online Store,1,20.39,10.81
2025-04-25,Canada,Menswear,Bomber Jacket,Online Store,1,117.23,51.05
2025-04-25,USA,Footwear,Leather Sneakers,Online Store,2,408.08,216.06
2025-04-25,Germany,Accessories,Tote Bag,Online Store,2,380.48,188.3
2025-04-25,Australia,Footwear,Ankle Boots,Online Store,2,167.6,83.29
2025-04-25,UK,Footwear,Leather Sneakers,Online Store,2,228.36,82.77
2025-04-26,Australia,Womenswear,Denim Jacket,Online Store,1,189.97,76.67
2025-04-26,Canada,Menswear,Chino Pants,Online Store,2,122.92,65.06
2025-04-27,Germany,Footwear,Ankle Boots,Online Store,3,271.92,127.68
2025-04-28,Germany,Footwear,Leather Sneakers,Online Store,4,632.2,279.89
2025-04-28,Canada,Menswear,Bomber Jacket,Online Store,2,169.52,79.48
2025-04-29,USA,Footwear,Sandals,Online Store,3,594.54,290.39
2025-04-29,UK,Menswear,Chino Pants,Online Store,4,117.0,41.54
2025-04-29,Australia,Womenswear,Denim Jacket,Online Store,1,206.9,111.98
2025-04-30,UK,Womenswear,Wide-Leg Trousers,Online Store,2,378.48,157.72
2025-04-30,UK,Menswear,Chino Pants,Online Store,2,169.74,73.93
2025-04-30,Germany,Footwear,Sandals,Online Store,4,506.88,222.73
2025-04-30,USA,Accessories,Tote Bag,Online Store,1,139.59,54.56
2025-05-01,Canada,Accessories,Leather Belt,Online Store,1,75.69,30.34
2025-05-02,USA,Footwear,Ankle Boots,Online Store,4,220.44,100.62
2025-05-02,USA,Accessories,Tote Bag,Online Store,1,73.12,32.52
2025-05-03,Canada,Menswear,Bomber Jacket,Online Store,2,52.1,25.51
2025-05-03,Australia,Footwear,Sandals,Online Store,4,294.76,130.82
2025-05-04,USA,Footwear,Leather Sneakers,Online Store,1,31.11,16.46
2025-05-05,Australia,Accessories,Sunglasses,Online Store,1,156.55,59.74
2025-05-06,USA,Accessories,Leather Belt,Online Store,1,92.15,44.63
2025-05-08,USA,Footwear,Ankle Boots,Online Store,1,16.56,6.95
2025-05-08,Australia,Footwear,Ankle Boots,Online Store,3,562.17,197.06
2025-05-09,UK,Menswear,Bomber Jacket,Online Store,1,33.38,11.8
2025-05-10,USA,Womenswear,Floral Dress,Online Store,2,401.24,184.73
2025-05-11,Australia,Accessories,Sunglasses,Online Store,2,289.16,151.58
2025-05-11,Australia,Footwear,Sandals,Online Store,4,378.96,173.27
2025-05-12,USA,Menswear,Chino Pants,Online Store,3,535.53,214.48
2025-05-12,USA,Womenswear,Denim Jacket,Online Store,2,308.36,115.66
2025-05-12,Australia,Womenswear,Floral Dress,Online Store,1,210.49,102.64
2025-05-13,USA,Footwear,Leather Sneakers,Online Store,4,302.24,151.89
2025-05-13,UK,Menswear,Chino Pants,Online Store,2,157.9,61.28
2025-05-13,UK,Womenswear,Floral Dress,Online Store,4,642.04,260.81
2025-05-15,Australia,Menswear,Bomber Jacket,Online Store,2,39.86,19.47
2025-05-15,Australia,Accessories,Tote Bag,Online Store,2,301.86,122.71
2025-05-16,Australia,Accessories,Leather Belt,Online Store,2,380.12,180.3
2025-05-17,Germany,Womenswear,Floral Dress,Online Store,2,373.68,134.3
2025-05-17,Canada,Accessories,Leather Belt,Online Store,2,335.1,119.16
2025-05-17,Australia,Accessories,Sunglasses,Online Store,4,683.56,301.18
2025-05-18,Australia,Accessories,Leather Belt,Online Store,4,498.52,226.48
2025-05-19,Canada,Womenswear,Denim Jacket,Online Store,4,764.2,357.46
2025-05-19,Germany,Accessories,Sunglasses,Online Store,2,375.58,204.35
2025-05-20,Australia,Womenswear,Denim Jacket,Online Store,4,807.96,429.6
2025-05-20,Germany,Accessories,Leather Belt,Online Store,2,273.6,113.72
2025-05-23,Canada,Accessories,Leather Belt,Online Store,2,113.86,41.76
2025-05-24,UK,Womenswear,Wide-Leg Trousers,Online Store,1,177.39,69.76
2025-05-25,Australia,Footwear,Leather Sneakers,Online Store,1,147.2,58.46
2025-05-25,Canada,Menswear,Bomber Jacket,Online Store,1,139.0,64.55
2025-05-25,Canada,Footwear,Leather Sneakers,Online Store,4,73.16,28.41
2025-05-26,Canada,Footwear,Ankle Boots,Online Store,3,241.62,90.9
2025-05-27,Australia,Accessories,Tote Bag,Online Store,4,624.04,284.07
2025-05-28,Canada,Menswear,Bomber Jacket,Online Store,1,161.49,65.16
2025-05-29,UK,Footwear,Ankle Boots,Online Store,4,648.04,304.48
2025-05-29,Germany,Accessories,Leather Belt,Online Store,1,84.93,30.62
2025-05-29,Australia,Womenswear,Floral Dress,Online Store,3,393.66,192.94
2025-05-30,UK,Accessories,Tote Bag,Online Store,2,252.98,105.35
2025-05-31,Germany,Menswear,Chino Pants,Online Store,3,241.38,105.31
2025-06-01,Australia,Womenswear,Floral Dress,Online Store,2,304.66,134.99
2025-06-02,Australia,Footwear,Ankle Boots,Online Store,3,132.87,53.03
2025-06-02,Canada,Accessories,Tote Bag,Online Store,2,181.86,79.42
2025-06-03,Canada,Footwear,Ankle Boots,Online Store,1,181.9,70.76
2025-06-03,Australia,Footwear,Ankle Boots,Online Store,2,154.5,72.91
2025-06-03,USA,Accessories,Sunglasses,Online Store,4,380.24,146.84
2025-06-04,UK,Footwear,Leather Sneakers,Online Store,4,200.48,72.05
2025-06-04,Germany,Womenswear,Denim Jacket,Online Store,1,70.43,25.89
2025-06-07,Australia,Womenswear,Denim Jacket,Online Store,2,372.84,197.91
2025-06-07,Germany,Womenswear,Denim Jacket,Online Store,2,87.08,46.64
2025-06-07,Germany,Accessories,Tote Bag,Online Store,2,265.72,130.39
2025-06-07,UK,Womenswear,Denim Jacket,Online Store,3,511.89,198.35
2025-06-07,Australia,Womenswear,Floral Dress,Online Store,4,327.12,158.96
2025-06-08,Germany,Accessories,Sunglasses,Online Store,1,139.69,62.2
2025-06-09,UK,Accessories,Leather Belt,Online Store,4,865.52,322.87
2025-06-09,Canada,Accessories,Sunglasses,Online Store,1,89.96,36.96
2025-06-10,USA,Footwear,Leather Sneakers,Online Store,1,93.04,41.86
2025-06-10,Australia,Womenswear,Wide-Leg Trousers,Online Store,4,428.4,228.06
2025-06-10,USA,Accessories,Leather Belt,Online Store,1,42.69,22.49
2025-06-10,Australia,Accessories,Leather Belt,Online Store,4,784.36,366.79
2025-06-12,USA,Womenswear,Wide-Leg Trousers,Online Store,2,157.58,58.07
2025-06-12,Germany,Accessories,Leather Belt,Online Store,2,212.0,92.09
2025-06-13,USA,Accessories,Tote Bag,Online Store,2,239.54,93.31
2025-06-13,USA,Footwear,Leather Sneakers,Online Store,1,20.89,10.67
2025-06-13,Germany,Menswear,Bomber Jacket,Online Store,3,656.19,243.59
2025-06-14,Australia,Menswear,Chino Pants,Online Store,2,140.58,70.06
2025-06-15,UK,Menswear,Chino Pants,Online Store,1,24.27,9.8
2025-06-15,Canada,Accessories,Tote Bag,Online Store,4,332.2,175.58
2025-06-15,Canada,Footwear,Leather Sneakers,Online Store,2,128.76,50.97
2025-06-16,USA,Womenswear,Wide-Leg Trousers,Online Store,3,273.39,97.58
2025-06-16,Germany,Menswear,Bomber Jacket,Online Store,4,208.56,89.65
2025-06-18,Australia,Footwear,Sandals,Online Store,1,106.41,47.04
2025-06-18,Australia,Womenswear,Denim Jacket,Online Store,4,182.28,82.76
2025-06-19,Germany,Womenswear,Floral Dress,Online Store,2,117.08,48.09
2025-06-19,Germany,Footwear,Sandals,Online Store,2,46.26,17.09
2025-06-20,USA,Accessories,Leather Belt,Online Store,3,301.89,137.47
2025-06-21,UK,Accessories,Tote Bag,Online Store,3,96.84,38.4
2025-06-21,UK,Accessories,Leather Belt,Online Store,3,368.76,149.21
2025-06-21,Canada,Accessories,Sunglasses,Online Store,2,344.34,171.41
2025-06-21,USA,Footwear,Sandals,Online Store,4,171.8,77.71
2025-06-22,USA,Menswear,Oxford Shirt,Online Store,2,249.44,129.9
2025-06-24,Germany,Menswear,Oxford Shirt,Online Store,1,203.52,88.93
2025-06-25,USA,Menswear,Oxford Shirt,Online Store,4,327.88,172.11
2025-06-26,UK,Footwear,Ankle Boots,Online Store,4,553.56,257.69
2025-06-27,USA,Accessories,Sunglasses,Online Store,4,781.84,412.51
2025-06-27,Australia,Footwear,Ankle Boots,Online Store,2,397.72,191.81
2025-06-28,USA,Footwear,Leather Sneakers,Online Store,1,92.3,40.79
2025-06-28,UK,Footwear,Sandals,Online Store,3,143.52,68.76
2025-06-30,UK,Footwear,Ankle Boots,Online Store,3,135.48,65.21
2025-07-02,Australia,Accessories,Sunglasses,Online Store,1,213.93,89.64
2025-07-03,USA,Menswear,Oxford Shirt,Online Store,3,213.54,85.56
2025-07-03,UK,Menswear,Oxford Shirt,Online Store,3,584.28,236.72
2025-07-04,Australia,Footwear,Leather Sneakers,Online Store,3,544.14,191.96
2025-07-04,UK,Menswear,Chino Pants,Online Store,2,251.78,96.08
2025-07-05,UK,Accessories,Tote Bag,Online Store,3,201.78,74.21
2025-07-05,USA,Footwear,Leather Sneakers,Online Store,3,86.55,34.66
2025-07-05,UK,Womenswear,Floral Dress,Online Store,1,55.02,30.17
2025-07-06,Australia,Womenswear,Denim Jacket,Online Store,2,209.14,96.68
2025-07-06,Australia,Footwear,Sandals,Online Store,3,265.29,126.29
2025-07-08,UK,Accessories,Sunglasses,Online Store,2,165.44,68.71
2025-07-08,Canada,Womenswear,Floral Dress,Online Store,3,586.38,295.54
2025-07-08,USA,Accessories,Leather Belt,Online Store,2,100.72,37.12
2025-07-09,Australia,Accessories,Leather Belt,Online Store,3,478.17,177.82
2025-07-10,UK,Accessories,Tote Bag,Online Store,4,840.68,458.53
2025-07-12,Australia,Accessories,Tote Bag,Online Store,2,44.28,17.52
2025-07-13,UK,Accessories,Sunglasses,Online Store,3,313.92,148.54
2025-07-13,UK,Footwear,Leather Sneakers,Online Store,1,91.62,39.05
2025-07-13,UK,Menswear,Chino Pants,Online Store,3,333.45,160.33
2025-07-15,Germany,Footwear,Leather Sneakers,Online Store,4,697.56,350.81
2025-07-15,Australia,Footwear,Sandals,Online Store,4,494.56,213.22
2025-07-15,USA,Accessories,Sunglasses,Online Store,3,270.9,120.42
2025-07-16,USA,Womenswear,Denim Jacket,Online Store,4,733.4,303.6
2025-07-16,UK,Womenswear,Wide-Leg Trousers,Online Store,4,546.92,214.46
2025-07-17,Australia,Menswear,Chino Pants,Online Store,1,86.3,42.6
2025-07-17,UK,Menswear,Oxford Shirt,Online Store,1,168.45,72.03
2025-07-17,UK,Menswear,Oxford Shirt,Online Store,2,72.16,38.67
2025-07-17,UK,Womenswear,Wide-Leg Trousers,Online Store,1,113.86,43.32
2025-07-18,UK,Menswear,Chino Pants,Online Store,4,390.32,208.5
2025-07-18,USA,Footwear,Sandals,Online Store,4,301.04,149.83
2025-07-18,Canada,Menswear,Chino Pants,Online Store,2,387.1,184.26
2025-07-20,Australia,Footwear,Leather Sneakers,Online Store,1,90.84,33.91
2025-07-21,USA,Womenswear,Floral Dress,Online Store,4,860.88,457.9
2025-07-21,USA,Footwear,Leather Sneakers,Online Store,1,17.56,6.57
2025-07-22,Germany,Womenswear,Wide-Leg Trousers,Online Store,2,255.28,111.19
2025-07-22,Australia,Accessories,Tote Bag,Online Store,3,418.62,194.78
2025-07-23,USA,Menswear,Bomber Jacket,Online Store,1,121.34,65.41
2025-07-23,Australia,Accessories,Tote Bag,Online Store,4,476.92,166.99
2025-07-25,Australia,Accessories,Sunglasses,Online Store,2,248.36,100.85
2025-07-25,UK,Womenswear,Floral Dress,Online Store,2,83.5,39.68
